Age,Attrition,TravelFrequency,DailyRate,Department,Distance,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,Role,JobSatisfaction,Marital,MonthlyIncome,MonthlyRate,NumCompanies,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,0,Non-Travel,1212,SALES,8,2,Marketing,3,FEMALE,78,2,3,Sales Executive,4,Married,10377,13755,4,Yes,11,3,2,1,16,6,2,13,2,4,12
27,0,Rarely,1103,RESEARCH & DEVELOPMENT,14,3,Life Sciences,1,MALE,42,3,1,Research Scientist,1,Married,2235,14377,1,Yes,14,3,4,2,9,3,2,9,7,6,8
54,0,Frequently,966,RESEARCH & DEVELOPMENT,1,4,Life Sciences,4,FEMALE,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,No,17,3,1,1,33,2,1,5,4,1,4
44,0,Rarely,1117,RESEARCH & DEVELOPMENT,2,1,Life Sciences,1,FEMALE,72,4,1,Research Scientist,4,Married,2011,19982,1,No,13,3,4,1,10,5,3,10,5,7,7
19,1,Non-Travel,504,RESEARCH & DEVELOPMENT,10,3,Medical,1,FEMALE,96,2,1,Research Scientist,2,Single,1859,6148,1,Yes,25,4,2,0,1,2,4,1,1,0,0
29,0,Rarely,1010,RESEARCH & DEVELOPMENT,1,3,Life Sciences,1,FEMALE,97,3,1,Research Scientist,4,Divorced,3760,5598,1,No,15,3,1,3,3,5,3,3,2,1,2
54,0,Rarely,685,RESEARCH & DEVELOPMENT,3,3,Life Sciences,4,MALE,85,3,4,Research Director,4,Married,17779,23474,3,No,14,3,1,0,36,2,3,10,9,0,9
31,0,Rarely,1332,RESEARCH & DEVELOPMENT,11,2,Medical,3,MALE,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Yes,12,3,4,0,6,2,2,6,5,0,1
31,0,Rarely,1062,RESEARCH & DEVELOPMENT,24,3,Medical,3,FEMALE,96,2,2,Healthcare Representative,1,Single,6812,17198,1,No,19,3,2,0,10,2,3,10,9,1,8
59,0,Rarely,326,SALES,3,3,Life Sciences,3,FEMALE,48,2,2,Sales Executive,4,Single,5171,16490,5,No,17,3,4,0,13,2,3,6,1,0,5
43,0,Rarely,920,RESEARCH & DEVELOPMENT,3,3,Life Sciences,3,MALE,96,1,5,Research Director,4,Married,19740,18625,3,No,14,3,2,1,25,2,3,8,7,0,7
49,0,Rarely,1098,RESEARCH & DEVELOPMENT,4,2,Medical,1,MALE,85,2,5,Manager,3,Married,18711,12124,2,No,13,3,3,1,23,2,4,1,0,0,0
36,0,Frequently,469,RESEARCH & DEVELOPMENT,3,3,Technical Degree,3,MALE,46,3,1,Research Scientist,2,Married,3692,9256,1,No,12,3,3,0,12,2,2,11,10,0,7
48,0,Rarely,969,RESEARCH & DEVELOPMENT,2,2,Technical Degree,4,MALE,76,4,1,Laboratory Technician,2,Single,2559,16620,5,No,11,3,3,0,7,4,2,1,0,0,0
27,0,Rarely,1167,RESEARCH & DEVELOPMENT,4,2,Life Sciences,1,MALE,76,3,1,Research Scientist,3,Divorced,2517,3208,1,No,11,3,2,3,5,2,3,5,3,0,3
29,0,Rarely,1329,RESEARCH & DEVELOPMENT,7,3,Life Sciences,3,MALE,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Yes,11,3,2,2,6,2,3,6,0,1,0
48,0,Rarely,715,RESEARCH & DEVELOPMENT,1,3,Life Sciences,4,MALE,76,2,5,Research Director,4,Single,18265,8733,6,No,12,3,3,0,25,3,4,1,0,0,0
29,0,Rarely,694,RESEARCH & DEVELOPMENT,1,3,Life Sciences,4,FEMALE,87,2,4,Research Director,4,Divorced,16124,3423,3,No,14,3,2,2,9,2,2,7,7,1,7
34,0,Rarely,1320,RESEARCH & DEVELOPMENT,20,3,Technical Degree,3,FEMALE,89,4,1,Research Scientist,3,Married,2585,21643,0,No,17,3,4,0,2,5,2,1,0,0,0
44,0,Rarely,1099,SALES,5,3,Marketing,2,MALE,88,3,5,Manager,2,Married,18213,8751,7,No,11,3,3,1,26,5,3,22,9,3,10
33,0,Rarely,536,SALES,10,5,Marketing,4,MALE,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Yes,14,3,4,2,10,3,3,9,8,0,8
19,0,Rarely,265,RESEARCH & DEVELOPMENT,25,3,Life Sciences,2,FEMALE,57,4,1,Research Scientist,4,Single,2994,21221,1,Yes,12,3,4,0,1,2,3,1,0,0,1
23,0,Rarely,373,RESEARCH & DEVELOPMENT,1,2,Life Sciences,4,MALE,47,3,1,Research Scientist,3,Married,1223,16901,1,No,22,4,4,1,1,2,3,1,0,0,1
25,1,Frequently,599,SALES,24,1,Life Sciences,3,MALE,73,1,1,Sales Representative,4,Single,1118,8040,1,Yes,14,3,4,0,1,4,3,1,0,1,0
26,0,Rarely,583,RESEARCH & DEVELOPMENT,4,2,Life Sciences,3,MALE,53,3,1,Research Scientist,4,Single,2875,9973,1,Yes,20,4,2,0,8,2,2,8,5,2,2
45,1,Rarely,1449,SALES,2,3,Marketing,1,FEMALE,94,1,5,Manager,2,Single,18824,2493,2,Yes,16,3,1,0,26,2,3,24,10,1,11
55,0,Non-Travel,177,RESEARCH & DEVELOPMENT,8,1,Medical,4,MALE,37,2,4,Healthcare Representative,2,Divorced,13577,25592,1,Yes,15,3,4,1,34,3,3,33,9,15,0
21,1,Frequently,251,RESEARCH & DEVELOPMENT,10,2,Life Sciences,1,FEMALE,45,2,1,Laboratory Technician,3,Single,2625,25308,1,No,20,4,3,0,2,2,1,2,2,2,2
46,0,Rarely,168,SALES,4,2,Marketing,4,FEMALE,33,2,5,Manager,2,Married,18789,9946,2,No,14,3,3,1,26,2,3,11,4,0,8
34,0,Rarely,131,SALES,2,3,Marketing,3,FEMALE,86,3,2,Sales Executive,1,Single,4538,6039,0,Yes,12,3,4,0,4,3,3,3,2,0,2
51,0,Frequently,237,SALES,9,3,Life Sciences,4,MALE,83,3,5,Manager,2,Divorced,19847,19196,4,Yes,24,4,1,1,31,5,2,29,10,11,10
59,0,Rarely,1429,RESEARCH & DEVELOPMENT,18,4,Medical,4,MALE,67,3,3,Manufacturing Director,4,Single,10512,20002,6,No,12,3,4,0,25,6,2,9,7,5,4
34,0,Frequently,135,RESEARCH & DEVELOPMENT,19,3,Medical,3,FEMALE,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,No,13,3,3,2,15,2,4,11,8,5,10
28,0,Frequently,791,RESEARCH & DEVELOPMENT,1,4,Medical,4,MALE,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Yes,11,3,3,0,5,2,2,4,2,0,2
44,0,Rarely,1199,RESEARCH & DEVELOPMENT,4,2,Life Sciences,3,MALE,92,4,5,Manager,1,Divorced,19190,17477,1,No,14,3,4,2,26,4,2,25,9,14,13
34,0,Frequently,648,HUMAN RESOURCES,11,3,Life Sciences,3,MALE,56,2,2,Human Resources,2,Married,4490,21833,4,No,11,3,4,2,14,5,4,10,9,1,8
35,0,Rarely,735,RESEARCH & DEVELOPMENT,6,1,Life Sciences,3,MALE,66,3,1,Research Scientist,3,Married,3506,6020,0,Yes,14,3,4,0,4,3,3,3,2,2,2
42,0,Rarely,603,RESEARCH & DEVELOPMENT,7,4,Medical,2,FEMALE,78,4,2,Research Scientist,2,Married,2372,5628,6,Yes,16,3,4,0,18,2,3,1,0,0,0
43,0,Rarely,531,SALES,4,4,Marketing,4,FEMALE,56,2,3,Sales Executive,4,Single,10231,20364,3,No,14,3,4,0,23,3,4,21,7,15,17
36,0,Rarely,429,RESEARCH & DEVELOPMENT,2,4,Life Sciences,3,FEMALE,53,3,2,Manufacturing Director,2,Single,5410,2323,9,Yes,11,3,4,0,18,2,3,16,14,5,12
44,1,Rarely,621,RESEARCH & DEVELOPMENT,15,3,Medical,1,FEMALE,73,3,3,Healthcare Representative,4,Married,7978,14075,1,No,11,3,4,1,10,2,3,10,7,0,5
28,0,Frequently,193,RESEARCH & DEVELOPMENT,2,3,Life Sciences,4,MALE,52,2,1,Laboratory Technician,4,Married,3867,14222,1,Yes,12,3,2,1,2,2,3,2,2,2,2
51,0,Frequently,968,RESEARCH & DEVELOPMENT,6,2,Medical,2,FEMALE,40,2,1,Laboratory Technician,3,Single,2838,4257,0,No,14,3,2,0,8,6,2,7,0,7,7
30,0,Non-Travel,879,RESEARCH & DEVELOPMENT,9,2,Medical,3,FEMALE,72,3,2,Manufacturing Director,3,Single,4695,12858,7,Yes,18,3,3,0,10,3,3,8,4,1,7
29,1,Rarely,806,RESEARCH & DEVELOPMENT,7,3,Technical Degree,2,FEMALE,39,3,1,Laboratory Technician,3,Divorced,3339,17285,3,Yes,13,3,1,2,10,2,3,7,7,7,7
28,0,Rarely,640,RESEARCH & DEVELOPMENT,1,3,Technical Degree,4,MALE,84,3,1,Research Scientist,1,Single,2080,4732,2,No,11,3,2,0,5,2,2,3,2,1,2
25,0,Rarely,266,RESEARCH & DEVELOPMENT,1,3,Medical,4,FEMALE,40,3,1,Research Scientist,2,Single,2096,18830,1,No,18,3,4,0,2,3,2,2,2,2,1
32,0,Rarely,604,SALES,8,3,Medical,3,MALE,56,4,2,Sales Executive,4,Married,6209,11693,1,No,15,3,3,2,10,4,4,10,7,0,8
45,0,Frequently,364,RESEARCH & DEVELOPMENT,25,3,Medical,2,FEMALE,83,3,5,Manager,2,Single,18061,13035,3,No,22,4,3,0,22,4,3,0,0,0,0
39,0,Rarely,412,RESEARCH & DEVELOPMENT,13,4,Medical,3,FEMALE,94,2,4,Manager,2,Divorced,17123,17334,6,Yes,13,3,4,2,21,4,3,19,9,15,2
58,0,Rarely,848,RESEARCH & DEVELOPMENT,23,4,Life Sciences,1,MALE,88,3,1,Research Scientist,3,Divorced,2372,26076,1,No,12,3,4,2,2,3,3,2,2,2,2
32,1,Rarely,1089,RESEARCH & DEVELOPMENT,7,2,Life Sciences,4,MALE,79,3,2,Laboratory Technician,3,Married,4883,22845,1,No,18,3,1,1,10,3,3,10,4,1,1
39,1,Rarely,360,RESEARCH & DEVELOPMENT,23,3,Medical,3,MALE,93,3,1,Research Scientist,1,Single,3904,22154,0,No,13,3,1,0,6,2,3,5,2,0,3
30,0,Rarely,1138,RESEARCH & DEVELOPMENT,6,3,Technical Degree,1,FEMALE,48,2,2,Laboratory Technician,4,Married,4627,23631,0,No,12,3,1,1,10,6,3,9,2,6,7
36,0,Rarely,325,RESEARCH & DEVELOPMENT,10,4,Technical Degree,4,FEMALE,63,3,3,Healthcare Representative,3,Married,7094,5747,3,No,12,3,1,0,10,0,3,7,7,1,7
46,0,Rarely,991,HUMAN RESOURCES,1,2,Life Sciences,4,FEMALE,44,3,1,Human Resources,1,Single,3423,22957,6,No,12,3,3,0,10,3,4,7,6,5,7
28,0,Non-Travel,1476,RESEARCH & DEVELOPMENT,1,3,Life Sciences,3,FEMALE,55,1,2,Laboratory Technician,4,Married,6674,16392,0,No,11,3,1,3,10,6,3,9,8,7,5
50,0,Rarely,1322,RESEARCH & DEVELOPMENT,28,3,Life Sciences,4,FEMALE,43,3,4,Research Director,1,Married,16880,22422,4,Yes,11,3,2,0,25,2,3,3,2,1,2
40,1,Rarely,299,SALES,25,4,Marketing,4,MALE,57,2,3,Sales Executive,2,Single,9094,17235,2,Yes,12,3,3,0,9,2,3,5,4,1,0
52,1,Rarely,1030,SALES,5,3,Life Sciences,2,MALE,64,3,3,Sales Executive,2,Single,8446,21534,9,Yes,19,3,3,0,10,2,2,8,7,7,7
30,0,Rarely,634,RESEARCH & DEVELOPMENT,17,4,Medical,2,FEMALE,95,3,3,Manager,1,Married,11916,25927,1,Yes,23,4,4,2,9,2,3,9,1,0,8
39,0,Rarely,524,RESEARCH & DEVELOPMENT,18,2,Life Sciences,1,MALE,32,3,2,Manufacturing Director,3,Single,4534,13352,0,No,11,3,1,0,9,6,3,8,7,1,7
31,0,Non-Travel,587,SALES,2,4,Life Sciences,4,FEMALE,57,3,3,Sales Executive,3,Divorced,9852,8935,1,Yes,19,3,1,1,10,5,2,10,8,9,6
41,0,Non-Travel,256,SALES,10,2,Medical,3,MALE,40,1,2,Sales Executive,2,Single,6151,22074,1,No,13,3,1,0,19,4,3,19,2,11,9
31,1,Frequently,1060,SALES,1,3,Life Sciences,4,FEMALE,54,3,1,Sales Representative,2,Single,2302,8319,1,Yes,11,3,1,0,3,2,4,3,2,2,2
44,1,Rarely,935,RESEARCH & DEVELOPMENT,3,3,Life Sciences,1,MALE,89,3,1,Laboratory Technician,1,Married,2362,14669,4,No,12,3,3,0,10,4,4,3,2,1,2
42,0,Non-Travel,495,RESEARCH & DEVELOPMENT,2,1,Life Sciences,3,MALE,37,3,4,Manager,3,Married,17861,26582,0,Yes,13,3,4,0,21,3,2,20,8,2,10
55,0,Rarely,282,RESEARCH & DEVELOPMENT,2,2,Medical,4,FEMALE,58,1,5,Manager,3,Married,19187,6992,4,No,14,3,4,1,23,5,3,19,9,9,11
56,0,Rarely,206,HUMAN RESOURCES,8,4,Life Sciences,4,MALE,99,3,5,Manager,2,Single,19717,4022,6,No,14,3,1,0,36,4,3,7,3,7,7
40,0,Non-Travel,458,RESEARCH & DEVELOPMENT,16,2,Life Sciences,3,MALE,74,3,1,Research Scientist,3,Divorced,3544,8532,9,No,16,3,2,1,6,0,3,4,2,0,0
34,0,Rarely,943,RESEARCH & DEVELOPMENT,9,3,Life Sciences,4,MALE,86,3,3,Healthcare Representative,4,Divorced,8500,5494,0,No,11,3,4,1,10,0,2,9,7,1,6
40,0,Rarely,523,RESEARCH & DEVELOPMENT,2,3,Life Sciences,3,MALE,98,3,2,Research Scientist,4,Single,4661,22455,1,No,13,3,3,0,9,4,3,9,8,8,8
41,0,Frequently,1018,SALES,1,3,Marketing,3,FEMALE,66,3,2,Sales Executive,1,Divorced,4103,4297,0,No,17,3,4,1,10,2,3,9,3,1,7
35,0,Frequently,482,RESEARCH & DEVELOPMENT,4,4,Life Sciences,3,MALE,87,3,2,Research Scientist,3,Single,4249,2690,1,Yes,11,3,2,0,9,3,3,9,6,1,1
51,0,Rarely,770,HUMAN RESOURCES,5,3,Life Sciences,3,MALE,84,3,4,Manager,2,Divorced,14026,17588,1,Yes,11,3,2,1,33,2,3,33,9,0,10
38,0,Rarely,1009,SALES,2,2,Life Sciences,2,FEMALE,31,3,2,Sales Executive,1,Divorced,6893,19461,3,No,15,3,4,1,11,3,3,7,7,1,7
34,0,Rarely,507,SALES,15,2,Medical,3,FEMALE,66,3,2,Sales Executive,1,Single,6125,23553,1,No,12,3,4,0,10,6,4,10,8,9,6
25,0,Rarely,882,RESEARCH & DEVELOPMENT,19,1,Medical,4,MALE,67,3,1,Laboratory Technician,4,Married,3669,9075,3,No,11,3,3,3,7,6,2,3,2,1,2
58,1,Rarely,601,RESEARCH & DEVELOPMENT,7,4,Medical,3,FEMALE,53,2,3,Manufacturing Director,1,Married,10008,12023,7,Yes,14,3,4,0,31,0,2,10,9,5,9
40,0,Rarely,329,RESEARCH & DEVELOPMENT,1,4,Life Sciences,2,MALE,88,3,1,Laboratory Technician,2,Married,2387,6762,3,No,22,4,3,1,7,3,3,4,2,0,3
36,0,Frequently,607,SALES,7,3,Marketing,1,FEMALE,83,4,2,Sales Executive,1,Married,4639,2261,2,No,16,3,4,1,17,2,2,15,7,6,13
48,0,Rarely,855,RESEARCH & DEVELOPMENT,4,3,Life Sciences,4,MALE,54,3,3,Manufacturing Director,4,Single,7898,18706,1,No,11,3,3,0,11,2,3,10,9,0,8
27,0,Rarely,1291,SALES,11,3,Medical,3,FEMALE,98,4,1,Sales Representative,4,Married,2534,6527,8,No,14,3,2,1,5,4,3,1,0,0,0
51,0,Rarely,1405,RESEARCH & DEVELOPMENT,11,2,Technical Degree,4,FEMALE,82,2,4,Manufacturing Director,2,Single,13142,24439,3,No,16,3,2,0,29,1,2,5,2,0,3
18,0,Non-Travel,1124,RESEARCH & DEVELOPMENT,1,3,Life Sciences,4,FEMALE,97,3,1,Laboratory Technician,4,Single,1611,19305,1,No,15,3,3,0,0,5,4,0,0,0,0
35,0,Rarely,817,RESEARCH & DEVELOPMENT,1,3,Medical,4,FEMALE,60,2,2,Laboratory Technician,4,Married,5363,10846,0,No,12,3,2,1,10,0,3,9,7,0,0
27,0,Frequently,793,SALES,2,1,Life Sciences,4,MALE,43,1,2,Sales Executive,4,Single,5071,20392,3,No,20,4,2,0,8,3,3,6,2,0,0
55,1,Rarely,267,SALES,13,4,Marketing,1,MALE,85,4,4,Sales Executive,3,Single,13695,9277,6,Yes,17,3,3,0,24,2,2,19,7,3,8
56,0,Rarely,1369,RESEARCH & DEVELOPMENT,23,3,Life Sciences,4,MALE,68,3,4,Manufacturing Director,2,Married,13402,18235,4,Yes,12,3,1,1,33,0,3,19,16,15,9
34,0,Non-Travel,999,RESEARCH & DEVELOPMENT,26,1,Technical Degree,1,FEMALE,92,2,1,Research Scientist,3,Divorced,2029,15891,1,No,20,4,3,3,5,2,3,5,4,0,0
40,0,Rarely,1202,RESEARCH & DEVELOPMENT,2,1,Medical,2,FEMALE,89,4,2,Healthcare Representative,3,Divorced,6377,13888,5,No,20,4,2,3,15,0,3,12,11,11,8
34,0,Rarely,285,RESEARCH & DEVELOPMENT,29,3,Medical,2,MALE,86,3,2,Laboratory Technician,3,Married,5429,17491,4,No,13,3,1,2,10,1,3,8,7,7,7
31,1,Frequently,703,SALES,2,3,Life Sciences,3,FEMALE,90,2,1,Sales Representative,4,Single,2785,11882,7,No,14,3,3,0,3,3,4,1,0,0,0
35,1,Frequently,662,SALES,18,4,Marketing,4,FEMALE,67,3,2,Sales Executive,3,Married,4614,23288,0,Yes,18,3,3,1,5,0,2,4,2,3,2
38,0,Frequently,693,RESEARCH & DEVELOPMENT,7,3,Life Sciences,4,MALE,57,4,1,Research Scientist,3,Divorced,2610,15748,1,No,11,3,4,3,4,2,3,4,2,0,3
34,0,Rarely,404,RESEARCH & DEVELOPMENT,2,4,Technical Degree,3,FEMALE,98,3,2,Healthcare Representative,4,Single,6687,6163,1,No,11,3,4,0,14,2,4,14,11,4,11
28,0,Rarely,736,SALES,26,3,Life Sciences,3,MALE,48,2,2,Sales Executive,1,Married,4724,24232,1,No,11,3,3,1,5,0,3,5,3,0,4
31,1,Rarely,330,RESEARCH & DEVELOPMENT,22,4,Medical,4,MALE,98,3,2,Manufacturing Director,3,Married,6179,21057,1,Yes,15,3,4,2,10,3,2,10,2,6,7
39,0,Rarely,1498,SALES,21,4,Life Sciences,1,MALE,44,2,2,Sales Executive,4,Married,6120,3567,3,Yes,12,3,4,2,8,2,4,5,4,1,4
51,0,Frequently,541,SALES,2,3,Marketing,2,MALE,52,3,3,Sales Executive,2,Married,10596,15395,2,No,11,3,2,0,14,5,3,4,2,3,2
41,0,Frequently,1200,RESEARCH & DEVELOPMENT,22,3,Life Sciences,4,FEMALE,75,3,2,Research Scientist,4,Divorced,5467,13953,3,Yes,14,3,1,2,12,4,2,6,2,3,3
37,0,Rarely,1439,RESEARCH & DEVELOPMENT,4,1,Life Sciences,3,MALE,54,3,1,Research Scientist,3,Married,2996,5182,7,Yes,15,3,4,0,8,2,3,6,4,1,3
33,0,Frequently,1111,SALES,5,1,Life Sciences,2,MALE,61,3,2,Sales Executive,4,Married,9998,19293,6,No,13,3,1,0,8,2,4,5,4,1,2
32,0,Rarely,499,SALES,2,1,Marketing,3,MALE,36,3,2,Sales Executive,2,Married,4078,20497,0,Yes,13,3,1,3,4,3,2,3,2,1,2
39,0,Non-Travel,1485,RESEARCH & DEVELOPMENT,25,2,Life Sciences,3,MALE,71,3,3,Healthcare Representative,3,Married,10920,3449,3,No,21,4,2,1,13,2,3,6,4,0,5
25,0,Rarely,1372,SALES,18,1,Life Sciences,1,MALE,93,4,2,Sales Executive,3,Married,6232,12477,2,No,11,3,2,0,6,3,2,3,2,1,2
52,0,Frequently,322,RESEARCH & DEVELOPMENT,28,2,Medical,4,FEMALE,59,4,4,Manufacturing Director,3,Married,13247,9731,2,Yes,11,3,2,1,24,3,2,5,3,0,2
43,0,Rarely,930,RESEARCH & DEVELOPMENT,6,3,Medical,1,FEMALE,73,2,2,Research Scientist,3,Single,4081,20003,1,Yes,14,3,1,0,20,3,1,20,7,1,8
27,0,Rarely,205,SALES,10,3,Marketing,4,FEMALE,98,2,2,Sales Executive,4,Married,5769,7100,1,Yes,11,3,4,0,6,3,3,6,2,4,4
27,1,Rarely,135,RESEARCH & DEVELOPMENT,17,4,Life Sciences,4,FEMALE,51,3,1,Research Scientist,3,Single,2394,25681,1,Yes,13,3,4,0,8,2,3,8,2,7,7
26,0,Rarely,683,RESEARCH & DEVELOPMENT,2,1,Medical,1,MALE,36,2,1,Research Scientist,4,Single,3904,4050,0,No,12,3,4,0,5,2,3,4,3,1,1
42,0,Rarely,1147,HUMAN RESOURCES,10,3,Human Resources,3,FEMALE,31,3,4,Manager,1,Married,16799,16616,0,No,14,3,3,1,21,5,3,20,7,0,9
52,0,Rarely,258,RESEARCH & DEVELOPMENT,8,4,Other,3,FEMALE,54,3,1,Laboratory Technician,1,Married,2950,17363,9,No,13,3,3,0,12,2,1,5,4,0,4
37,0,Rarely,1462,RESEARCH & DEVELOPMENT,11,3,Medical,1,FEMALE,94,3,1,Laboratory Technician,3,Single,3629,19106,4,No,18,3,1,0,8,6,3,3,2,0,2
35,0,Frequently,200,RESEARCH & DEVELOPMENT,18,2,Life Sciences,3,MALE,60,3,3,Manufacturing Director,4,Single,9362,19944,2,No,11,3,3,0,10,2,3,2,2,2,2
25,0,Rarely,949,RESEARCH & DEVELOPMENT,1,3,Technical Degree,1,MALE,81,3,1,Laboratory Technician,4,Married,3229,4910,4,No,11,3,2,1,7,2,2,3,2,0,2
26,0,Rarely,652,RESEARCH & DEVELOPMENT,7,3,Other,3,MALE,100,4,1,Laboratory Technician,1,Single,3578,23577,0,No,12,3,4,0,8,2,3,7,7,0,7
29,0,Rarely,332,HUMAN RESOURCES,17,3,Other,2,MALE,51,2,3,Human Resources,1,Single,7988,9769,1,No,13,3,1,0,10,3,2,10,9,0,9
49,1,Frequently,1475,RESEARCH & DEVELOPMENT,28,2,Life Sciences,1,MALE,97,2,2,Laboratory Technician,1,Single,4284,22710,3,No,20,4,1,0,20,2,3,4,3,1,3
29,1,Frequently,337,RESEARCH & DEVELOPMENT,14,1,Other,3,FEMALE,84,3,3,Healthcare Representative,4,Single,7553,22930,0,Yes,12,3,1,0,9,1,3,8,7,7,7
54,0,Rarely,971,RESEARCH & DEVELOPMENT,1,3,Medical,4,FEMALE,54,3,4,Research Director,4,Single,17328,5652,6,No,19,3,4,0,29,3,2,20,7,12,7
58,0,Rarely,1055,RESEARCH & DEVELOPMENT,1,3,Medical,4,FEMALE,76,3,5,Research Director,1,Married,19701,22456,3,Yes,21,4,3,1,32,3,3,9,8,1,5
55,0,Rarely,1136,RESEARCH & DEVELOPMENT,1,4,Medical,2,MALE,81,4,4,Research Director,4,Divorced,14732,12414,2,No,13,3,4,2,31,4,4,7,7,0,0
36,0,Rarely,1174,SALES,3,4,Marketing,1,FEMALE,99,3,2,Sales Executive,2,Single,9278,20763,3,Yes,16,3,4,0,15,3,3,5,4,0,1
31,1,Frequently,667,SALES,1,4,Life Sciences,2,FEMALE,50,1,1,Sales Representative,3,Single,1359,16154,1,No,12,3,2,0,1,3,3,1,0,0,0
30,0,Rarely,855,SALES,7,4,Marketing,4,FEMALE,73,3,2,Sales Executive,1,Divorced,4779,12761,7,No,14,3,2,2,8,3,3,3,2,0,2
31,0,Rarely,182,RESEARCH & DEVELOPMENT,8,5,Life Sciences,1,FEMALE,93,3,4,Research Director,2,Single,16422,8847,3,No,11,3,3,0,9,3,4,3,2,1,0
34,0,Frequently,560,RESEARCH & DEVELOPMENT,1,4,Other,4,MALE,91,3,1,Research Scientist,1,Divorced,2996,20284,5,No,14,3,3,2,10,2,3,4,3,1,3
31,1,Rarely,202,RESEARCH & DEVELOPMENT,8,3,Life Sciences,1,FEMALE,34,2,1,Research Scientist,2,Single,1261,22262,1,No,12,3,3,0,1,3,4,1,0,0,0
27,0,Rarely,1377,RESEARCH & DEVELOPMENT,11,1,Life Sciences,2,MALE,91,3,1,Laboratory Technician,1,Married,2099,7679,0,No,14,3,2,0,6,3,4,5,0,1,4
36,0,Rarely,172,RESEARCH & DEVELOPMENT,4,4,Life Sciences,1,MALE,37,2,2,Laboratory Technician,4,Single,5810,22604,1,No,16,3,3,0,10,2,2,10,4,1,8
36,0,Rarely,329,SALES,16,4,Marketing,3,FEMALE,98,2,2,Sales Executive,1,Married,5647,13494,4,No,13,3,1,2,11,3,2,3,2,0,2
47,0,Rarely,465,RESEARCH & DEVELOPMENT,1,3,Technical Degree,1,MALE,74,3,1,Research Scientist,4,Married,3420,10205,7,No,12,3,3,1,17,2,2,6,5,1,2
25,1,Rarely,383,SALES,9,2,Life Sciences,1,MALE,68,2,1,Sales Representative,1,Married,4400,15182,3,No,12,3,1,0,6,2,3,3,2,2,2
37,0,Non-Travel,1413,RESEARCH & DEVELOPMENT,5,2,Technical Degree,3,MALE,84,4,1,Laboratory Technician,3,Single,3500,25470,0,No,14,3,1,0,7,2,1,6,5,1,3
56,0,Rarely,1255,RESEARCH & DEVELOPMENT,1,2,Life Sciences,1,FEMALE,90,3,1,Research Scientist,1,Married,2066,10494,2,No,22,4,4,1,5,3,4,3,2,1,0
47,0,Rarely,359,RESEARCH & DEVELOPMENT,2,4,Medical,1,FEMALE,82,3,4,Research Director,3,Married,17169,26703,3,No,19,3,2,2,26,2,4,20,17,5,6
24,0,Rarely,1476,SALES,4,1,Medical,4,FEMALE,42,3,2,Sales Executive,3,Married,4162,15211,1,Yes,12,3,3,2,5,3,3,5,4,0,3
32,0,Rarely,601,SALES,7,5,Marketing,4,MALE,97,3,2,Sales Executive,4,Married,9204,23343,4,No,12,3,3,1,7,3,2,4,3,0,3
34,0,Rarely,401,RESEARCH & DEVELOPMENT,1,3,Life Sciences,4,FEMALE,86,2,1,Laboratory Technician,2,Married,3294,3708,5,No,17,3,1,1,7,2,2,5,4,0,2
41,0,Rarely,1283,RESEARCH & DEVELOPMENT,5,5,Medical,2,MALE,90,4,1,Research Scientist,3,Married,2127,5561,2,Yes,12,3,1,0,7,5,2,4,2,0,3
40,0,Non-Travel,663,RESEARCH & DEVELOPMENT,9,4,Other,3,MALE,81,3,2,Laboratory Technician,3,Divorced,3975,23099,3,No,11,3,3,2,11,2,4,8,7,0,7
31,0,Rarely,326,SALES,8,2,Life Sciences,1,MALE,31,3,3,Sales Executive,4,Divorced,10793,8386,1,No,18,3,1,1,13,5,3,13,7,9,9
46,1,Rarely,377,SALES,9,3,Marketing,1,MALE,52,3,3,Sales Executive,4,Divorced,10096,15986,4,No,11,3,1,1,28,1,4,7,7,4,3
39,1,Non-Travel,592,RESEARCH & DEVELOPMENT,2,3,Life Sciences,1,FEMALE,54,2,1,Laboratory Technician,1,Single,3646,17181,2,Yes,23,4,2,0,11,2,4,1,0,0,0
31,1,Frequently,1445,RESEARCH & DEVELOPMENT,1,5,Life Sciences,3,FEMALE,100,4,3,Manufacturing Director,2,Single,7446,8931,1,No,11,3,1,0,10,2,3,10,8,4,7
45,0,Rarely,1038,RESEARCH & DEVELOPMENT,20,3,Medical,2,MALE,95,1,3,Healthcare Representative,1,Divorced,10851,19863,2,Yes,18,3,2,1,24,2,3,7,7,0,7
31,0,Rarely,1398,HUMAN RESOURCES,8,2,Medical,4,FEMALE,96,4,1,Human Resources,2,Single,2109,24609,9,No,18,3,4,0,8,3,3,3,2,0,2
